2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30
0,-9.18,9.88,-28.79,1.84,-6.19,-2.98,-0.07,0.42,1.15,1.94,6,0.98,3.22,3.95,5.58,0.73,1.77,3.65,5.51,-0.82,-1.38,-0.62,-2.56,0.9,0.91,-0.94,-6.13,-2.54,-6.17
0,-4.03,9.27,-11.6,1.9,-2.4709,-2.54,-1.5599,0.2013,-0.2293,-0.11,0.0564,0.1287,0.4105,-0.13,-0.2394,0.24,0.1351,0.44,0.1106,-0.03,-0.2489,0.1,0.0394,-0.1,-0.1385,-0.34,0.1267,-0.12,-4.388
0,-5.31,8.9,-18.42,1.34,-7.37,-5.66,-5.01,-0.76,-1.01,0.05,0.36,0.01,0.04,0.37,1.11,0.44,0.68,1.23,1.08,0.2,0.94,1.57,2.14,1.21,2.2,2.89,3.81,0.96,3.2
0,-6,5.79,-18.38,1.58,-3.74,-3.7,-2,-0.52,-1.03,-0.94,-1.93,-0.1,0.11,0.34,0.7,0.04,1.17,1.8,2.28,0.93,1.09,1.14,1.85,0.69,0.73,0.95,0.38,-0.12,-4.16
2.94,-1.89,7.89,-9.31,-1.88,-3.21,-2.32,-1.78,0.1,-0.11,0.35,0.07,-0.21,-0.33,-0.19,-1.17,-0.06,-0.02,0.03,-0.34,0,-0.4,-1.16,-1.62,0.33,0.31,0.65,3.16,0.35,-3.2
0,-1.23,14.51,-15.44,3.45,-6.48,-4.37,-3.78,-0.89,-1.56,-3.53,-6.64,-0.87,-3.11,-4.21,-1.81,-0.48,0.45,0.56,0.47,0.02,0.45,0.71,0.33,0.06,0.15,0.19,0.72,0.49,-3.02
8.89,-2.93,13.71,-18.81,-5.7,-7.52,-5.19,-4.36,-0.63,-2.29,-3.06,-4.41,-0.93,-0.71,-0.69,0.07,0.03,0.06,0.02,0.02,-0.35,-0.66,-1.18,-1.82,0.03,-0.11,0.19,1,0.15,-2.83
0,5.13,-14.37,-18.59,2.05,-0.88,0.51,0.7,-0.76,-1.33,-1.21,-2.8,-0.6,-2.69,-3.14,-1.8,-0.2,-0.93,-0.91,-0.83,0.09,1.36,2.25,2.25,4.68,10.75,14.82,18.3,-2.65,-5.76
0,-1.61,19.47,-16.53,5.29,-4.19,-2.91,-7.16,-2.83,-7.63,-7.17,-7.66,0.56,0.99,0.01,0.09,-0.64,-0.79,-0.89,-2.02,-0.67,-2.04,-4.49,-4.53,-0.99,-0.85,0.47,4.58,2.59,2.98
0,-7.18,9.73,-28.29,1.61,-8.85,-4.36,-2.74,0.35,-0.03,0.29,0.61,-0.28,-0.44,-0.87,-0.71,-0.26,-0.19,-0.99,-1.67,0,0.44,1.33,2.1,-0.14,-0.78,-2.09,-1.97,0.27,-2.22
0,-5.75,12.42,-36.37,1.9,-6.33,-2.26,0.63,-0.03,-2.1,-1.28,0.12,0.98,3.26,6.2,5.57,-0.13,2.01,1.32,1.53,-0.2,-8.4,-12.18,-14.01,-0.97,1.85,4.1,6.02,0.29,0.94
0,-7.64,7.01,-22.71,2.54,-5.05,-1.57,0.21,-0.04,1.15,1.28,-0.65,-1.77,-3.05,-4.64,-4.49,-0.89,-2.05,-2,0.1,0.37,0.01,-2.42,22.78,4.14,6.7,12.08,-13.2,-2.37,-1.95
0,-4.68,0,-21.36,1.53,-7.43,5.24,-3.79,0.6,0.83,1.22,2.16,0.45,0.82,0.69,2.05,0.36,0.23,0.25,-0.09,-0.42,-0.43,-1.43,-2.38,-0.21,-0.64,-1.1,-1.65,0.01,-4.07
4.72,1.23,10.29,-9.31,-2.67,-4.34,-2.82,-2.53,-0.86,-2.51,-3.82,-4.38,-0.4,-1.22,-1.03,-1.98,0.05,0.41,0.18,0.64,0.03,0.66,0.78,5.65,0.16,-0.57,-0.9,-4.54,-0.26,-2.03
0,-2.978,8.14,-23.8,0.1,-12.192,-5.97,-6.6,0.09,0.07,0.16,-1.66,0.5,0.07,0.07,0.04,-0.06,-0.43,-0.38,0.24,-1,-0.26,-0.41,-0.24,-0.11,0.04,0.06,-0.02,0.52,-1.53
0,-8.71,20.16,-32.83,4.52,-7.62,-5.45,-3.37,0.46,1.13,2.02,3.72,0.09,0.65,2.2,3.22,0.89,2.03,3.46,5.35,0.83,1.4,1.33,-0.99,-1.03,-1.33,-0.03,-0.72,0.15,0.02
0,-8.34,19.07,-32.34,2.19,-13.47,-10.89,-13.55,-4.03,-11.54,-14.98,-15.27,4.36,12.94,19.78,24.34,-1.42,-5.28,-11.84,-17.3,0.14,0.56,1.32,2.55,0.03,0.17,0.58,0.67,0.36,-2.02
0,4.52,5.9,-14.94,1.06,-2.27,-1.47,-2.4,0.2,0,-0.03,-3.65,-0.57,-5.36,-9.94,-20.23,-5.71,-3.48,-8.19,-39.92,-6.14,-10.44,17.77,63.02,4.54,2.98,-21.76,-33.55,7.83,14.05
0,7.84,9.67,-13.12,1.55,-3.89,-3.79,-2.87,-0.02,0.09,-0.22,-2.22,-0.58,-1.94,-3.79,-3.7,-1.55,-3.25,-3.57,-3.94,0.77,2.16,5.13,7.46,1.04,4.74,4.17,4.77,-0.38,-5.75
0,22.8,19.44,-20.3,5.91,-13.58,-7.41,-4.7,-1.5,-1.63,-1.32,-1.17,0.19,-0.19,-0.74,-0.6,-0.51,-1.06,-1.87,-2.75,-0.67,-1.8,-3.11,11.9,-0.14,0.57,1.61,-14.58,0.63,-5.11
0,6.61,9.24,-9.67,0.61,-4.75,-6.12,-9.37,-0.25,-0.04,-0.62,0.06,-0.08,-2.18,-4.09,-5.81,-1.28,-0.4,2.27,6.22,1.38,1.46,0.49,0.19,-1.05,-5.39,-4.06,-1.75,-0.93,1.49
0,-3.84,6.25,-14.32,1.11,-2.36,-1.29,-0.52,-0.01,0.36,1.97,4.37,0.42,0.83,0.47,-0.85,0.06,0.31,1.84,-0.04,-0.55,-1.49,-3.64,-2.08,0.25,0.5,0.85,1.23,0.14,0.55
0,10.48,11.62,-16.85,2.09,-4.75,-2.16,-1.04,0.05,0,-0.07,0.04,0.18,0.17,-0.14,-1.47,-0.01,-0.55,-1.11,-1.86,-0.41,-1.6,-3.08,-3.87,-0.03,-0.31,-0.31,-0.7,-0.2,-3.44
0,4.19,12.21,-8.28,0.33,-1.68,-9.08,-1.58,0.09,-2.23,-2.5,-0.98,-1.63,-2.04,-2.95,-3.8,0.61,1.22,1.21,-2.73,0,-0.65,-2.08,-8.46,-0.57,-1.52,-1.84,11.34,-0.96,-2.88
0,7.14,7.86,-21.11,2.69,-2.42,-1.27,-2.93,0.3,0.12,0.39,0.24,0.29,1.11,0.89,2.11,0.25,0.05,0.25,0.82,0.45,1.45,1.29,2.56,0.21,0.49,1.8,0.86,0.28,-7.94
0,10.87,14,-15.25,2.24,-7.11,-9.36,-4.86,-0.6,-0.52,-0.59,-2.41,0.12,-0.05,-1.75,-1.77,-1.05,-2.61,-1.8,-1.83,-0.21,0.48,1.64,3.97,0.1,0.26,2.17,0.88,0.52,-1.32
0,10.95,14,-16.01,2.51,-6.95,-8.79,-8.65,-1.02,-0.61,-0.26,-0.8,-1.41,0.12,1.14,3.81,2.2,2.08,0.76,-1.71,-0.77,-2.43,-0.97,0.4,2.26,4.71,2.83,0.7,-2.09,-7.87
0,7.74,11.58,-14.48,2.12,-4.26,-6.91,-5.53,-1.59,-2.92,-3.17,-2.39,-0.23,-0.53,-1.14,0.39,0.74,4.48,6.21,7.46,1.37,1.38,0.06,-2.95,-1.41,-2.78,-1.32,1.52,0.86,2.31
0,8.33,7.6,-26.55,1.43,-4.81,-2.47,-1.98,-0.29,-0.19,0.17,0.04,1.36,1.42,1.74,1.16,-0.35,-0.08,-0.05,-0.34,-0.31,-1.11,-2.58,-4.38,-2.49,-5.88,-8.12,-10.62,0.75,2.32
0,19.78,18.31,-21.13,2.46,-14.27,-8.85,-5.91,1.06,2.11,4.12,2.72,0.77,-0.67,-0.88,0.58,-0.08,0.18,-0.4,-1.83,-1.64,-1.3,-3.13,-8.62,-0.43,-1.35,-2.19,-0.17,-0.31,-0.32
0,16.47,17.34,-6.87,4.57,-7.29,-3.71,-2.71,-1.02,-1.04,-2.32,-3.86,-2.13,-4.32,-5.92,-8.05,-0.7,-2.49,-2.97,-3.33,0.16,0.39,0.38,0.07,-1.8,-3.26,-6.65,-12.02,2.06,1.54
0,23.42,13.91,-16.73,1.56,-16.7,-3.47,-1.73,-1.17,-0.79,-1.11,-0.99,-0.32,0.2,-0.05,2.25,0,-0.23,-0.26,-1.2,-1.16,-2.65,-8.08,-20.79,-0.81,-2,1.08,8.14,0.64,0.71
0,6.5,5.33,-19.62,0.08,-5.08,-3.09,-2.32,0.11,-0.51,-1.06,-1.72,-0.02,-0.15,-0.32,-2.13,-0.12,-0.68,-4.89,2.57,-2.3,-5.49,-5.15,-23.39,-0.14,-2.03,-2.22,23.39,1.35,7.44
0,6.58,7.5,-18.28,1.24,-4.45,-2.84,-2.11,0.34,0.66,1.2,-2.48,-0.5,-0.66,-0.93,2.08,0.44,0.85,1.27,1.77,-0.59,-0.99,-1.71,-3.78,-0.07,-0.06,-0.83,0.44,0.22,-1.93
0,19.72,13.12,-23.14,1.89,-16.15,-8.71,-7.51,-0.27,-0.8,-0.95,-1.24,0.25,1.07,1.5,2.5,0.65,1.63,1.64,1.77,-0.02,0.18,0.9,0.31,0.51,0.22,1.71,2.35,1.16,-5.87
3.26,7.23,11.67,-11.14,-2.11,-4.19,-6.22,-2.46,-0.2,-0.53,-1.52,-0.71,0.95,0.79,1.28,0.89,-0.64,-0.7,-1.16,-0.66,-0.63,-0.56,0.31,-0.68,0.03,-0.38,-2.23,0.9,0.66,-1.66
0,14.65,13.16,-12.83,2.02,-9.68,-6.01,-5.25,-0.17,-0.03,0.44,0.66,-0.79,-1.56,-2.14,-2.76,0.51,0.92,0.76,0.57,-0.76,0.25,-0.5,-0.7,-0.02,-1.41,0.5,1.64,0.7,-3.14
0,19.75,10.94,-44.14,0.74,-16.73,-7.36,-7.36,0.05,0.51,0.9,1.83,0.06,0.42,1.33,2.34,1.93,4.2,5.99,7.07,1.28,2.1,3.65,3.42,0.67,-0.27,0.36,-0.52,-1.72,-9.98
0,11.93,8.95,-17.21,0.87,-8.77,-4.09,-3.04,0.19,0.54,0.47,1.36,0.36,0,0.12,-0.42,0.01,-0.46,-0.95,-1.73,-0.6,-1.43,-2.28,-4.11,0.45,0.26,0.51,2.56,-0.36,-2.07
0,-4.42,-2.97,-7.78,-0.59,2.02,-0.26,-3.03,-2.1,-0.32,0,0.58,-0.43,-0.69,0.56,2.99,0.93,0.45,1.27,2.5,1.52,4.14,4.77,3.27,0.39,-0.89,-0.99,-2.65,0.03,-0.3
0,14.41,13.6,-16.69,2.67,-8.44,-4.28,-4.27,-0.87,-2.45,-3.86,-4.91,0.71,2.63,5.84,11.2,4.3,7.07,6.28,5.92,-1.11,-2.88,-5.94,-12.15,-4.74,-5.92,-4.5,-1.84,1.54,-4.42
0,16.23,13.13,-15.17,2.77,-10.22,-4.53,-3.1,0.12,-0.12,-0.41,-0.08,-0.04,-0.36,-0.86,-1.36,-0.1,0.13,0.86,0.79,-0.14,-0.58,-1.45,-1.91,-1.15,-2.13,-2.97,-3.39,0.95,-2.95
0,9.39,8.15,-9.02,2.09,-4.55,-0.27,1.23,-0.72,-1.92,-4.67,-7.23,-0.91,-2.14,-2.25,-2.22,-2,-1.04,-0.69,-0.41,0.78,-1.37,-3.09,-8.84,-1.43,0.72,4.2,10.4,2.98,4.59
4.67,9.47,8.07,-17.4,-3.63,-7.11,-4.07,-3.86,0.24,1.43,1.81,2.78,0.41,0.3,-0.44,-1.31,-1.03,-1.93,-2.38,-2.37,-0.03,0.66,1.04,0.79,0,-0.16,-1.87,-1.72,-0.3,-2.66
9.38,20.88,17.84,-27.65,-6.63,-15.21,-8.73,-7.89,-0.77,-1.52,-0.54,-0.5,1.17,1.01,1.29,2.57,-0.6,0.94,1.49,0.97,-0.35,-0.98,-0.91,-1.71,0.04,-0.3,-1.43,-0.08,-0.38,-4.82
0,0,9.67,-12.14,0.96,4.88,-2.99,-9.17,1.08,0.39,-0.26,-3.99,-0.73,-2.42,-1.74,1.41,0.26,0.66,0.86,1.27,-0.51,-0.57,-1.24,0.41,-0.37,-0.85,0.33,1.19,0.19,-2.09
0,0,6.91,-14.83,0.86,1.88,-4.73,-9.71,-1,-1.41,-0.9616,-0.33,0.03,0,-0.2884,-0.84,0.42,0.46,2.11,4.94,1.41,2.9,4.15,3.36,0.6,1.53,0.39,-2.19,0.02,-5.36
0,21.93,15.81,-12.14,-0.87,-15.09,-7.87,-1.44,1.12,1.94,3.53,5.17,0.26,-1.07,-2.62,-2.53,0,-2.84,-2.79,-3.62,-0.09,-2.37,-3.21,-1.22,-0.28,-1.94,2.57,0.64,0.27,0.81
0,0,18.79,-5.293,3.83,7.394,-7.95,-5.387,0.18,0.297,0.32,-1.29,-1.48,-2.641,-3.67,-2.525,0.05,0.3,0.59,0.405,0.1,-0.19,-0.15,-0.134,0.05,0.17,-0.04,0.384,-0.02,-5.33
0,15.35,13.34,-16.54,1.24,-12.52,-9.01,-7.43,-0.26,-0.84,-1.36,-3.94,0.08,0.37,0.54,3.43,0.08,0.59,1.07,1.23,0.37,0.7,0.48,-0.14,-0.17,-0.27,-0.38,0.46,0.43,1.82
0,0,0,-6.43,1.78,6.44,11.03,0.66,2.36,9.32,4.97,5.87,-0.02,-6.79,-11.8,-0.35,1.28,2.42,12.9,4.19,0.51,1.43,2.18,2.25,-1.68,-3.49,-4.95,-8.38,-0.81,-1.58
0,0,9.02,-13.51,0.59,2.12,-8.09,-6.62,-0.24,-1.11,0.24,0.2,0.37,0.33,0.76,1.54,0.09,0.37,0.62,1.32,0.26,0.71,0.81,-1.82,-0.32,-1.64,-2.42,-0.87,-0.05,-0.78
0,0,8.05,-18.78,0.46,2.94,-3.42,-2.59,0.37,0.25,0.27,0.3,0.29,0.91,1.12,1.81,0.31,0.06,0.12,0.7,0.22,-1.35,-2.02,-2.18,0.26,0.95,1.47,3.85,-0.47,-3.76
0,11.27,11.72,-7.24,2.56,-5.84,-3.99,-6.4,-0.05,0.08,0.01,-0.56,-0.61,-1.96,-3.48,-4.69,-0.8,-1.01,-0.83,-2.12,-0.21,-0.31,-1.3,-0.98,-0.42,-1.18,-1.17,-31.51,-1.3,-0.75
0,24.46,24.4,-15.88,3.51,-17.2,-13.61,-9.7,-1.19,-2.02,-3.42,-5.16,0.47,0.74,0.76,4.08,0.22,0.46,1.04,0.53,0.35,-0.8,-1.13,0.44,-1.1,-1.24,-1.9,-3.95,0.37,-4.4
0,-9.66,13.22,-11.37,2.72,4.2,-8.32,-7.74,-1.13,-0.74,-1.16,-1.11,-0.91,-0.28,-0.05,-0.16,0.27,0.26,1.02,1.69,0.02,-0.06,0.02,0.55,0.28,0.36,2.79,2.23,0.96,3
0,9.1,6.28,-13.76,0.6,-11.01,-8.86,-7.32,1.5,10.37,20.81,26.19,1.6,0.04,-4.51,-8.47,0.68,0.78,0.46,-3.64,-3.01,-4.8,-9.73,-8.53,0.67,1.41,4.53,3.18,0.3,-5.89
0,0,10.62,-14.03,0.6,3.62,-3.66,-5.45,-0.06,-0.75,-2.21,-3.26,-0.66,-0.5,-0.08,2.05,0.16,-0.12,-1.02,-3.54,0,-1.32,-2.25,-0.61,-0.11,-0.9,-0.95,-1.57,-0.27,-0.03
0,10.2,10.25,-30.82,2.48,-3.31,10.46,14.54,-0.08,0.68,-16.55,-22.77,-5,-17.81,-20.8,-36.6,-8.38,0.09,12.63,38.9,1.56,-21.43,-45.32,-81.84,20.7,60.23,95.57,127.73,-11.05,-28.65
0,0,0,-10.96,1.1,2.28,2.5,-14.17,-1.86,-9.36,-13.06,-29.91,-3.91,0.53,-20.33,-30.8,-0.07,-3.06,21.83,65.22,4.17,8.3,4.73,-28.82,0.66,1.6,5.22,25.36,0.1,-0.29
0,0,11.81,-8,1.7,3.27,-5.94,-3.87,0.62,1.1,0.93,1.68,-0.21,-0.06,-0.29,-0.33,-0.67,-1.49,-2.13,-2.56,0.09,0.79,1.3,1.49,4,10.19,17.6,13.81,-0.18,-13.8
0,0,3.04,0.06,0.28,1.86,-0.17,-1.57,-0.12,-0.48,-0.85,0.01,0.01,-0.56,-0.59,-0.32,0.01,0.09,0.39,0.56,0.04,0.24,0.4,0.65,0.1,0.52,0.93,0.82,0.02,-1.67
0,0,4.64,-1.41,0.91,2.91,-0.38,-0.65,0.43,0.77,0.95,0.03,0.3,1.67,1.86,5.25,8.31,7.84,9.06,7.59,-7.04,-6.45,-6.31,-6.17,0.05,-0.35,-0.58,-0.79,0.56,0.57
0,0,13.88,-7.03,2.24,5.33,-5.59,-5.39,-0.23,-0.76,-0.82,-1.58,-0.3,-0.84,-1.89,-3.61,-1.01,-3.21,-6.1,-5.71,-1.73,-1.83,-0.19,0.54,1.56,2.25,2.69,3.79,0.92,-0.94
8.02,0,21.45,-6.22,-6.05,4.34,-15.69,-11.21,-0.11,-0.33,0,-0.29,-0.09,-1.95,-2.67,-2.21,-1.32,-1.06,-1.78,-19.87,-0.84,-17.82,-19.04,19.82,1.35,21.48,25.49,13.13,3.28,-4.66
0,11.57,10.5,-13.97,0.32,-9.49,-7.6,-6.37,0.03,0.26,0.38,0.65,0.03,0.33,0.4,1.23,0.04,0.24,0.17,1.88,0.05,0.45,0.6,1.32,-0.06,-0.4,-0.57,-2.49,-0.14,-2.96
0,7.71,8.94,-6.91,0.92,-5.65,-5.6,-3.93,-0.1,0.13,0.46,0.06,-0.62,-1.47,-3.36,-18.3,-1.27,-0.24,0.23,17.84,2.09,0.92,1.45,4.51,7.75,20.12,30.41,31.17,-0.52,-21.52
0,14.92,14.68,-15.02,2.22,-10.84,-8.65,-6.49,-0.26,-0.69,0.09,15.84,0.73,1.51,2.03,-11.94,0.05,0.29,0.44,0.2,-0.43,-1.01,-3.01,-6.69,1.54,-0.41,-1.34,-23.11,-2.22,-3.77
0,15.25,8.3,-7.63,0.38,-10.9,-3.59,-16.54,-0.18,-3.25,-3.403,-0.31,-0.06,-0.74,-0.607,0.15,-0.78,0.9,1.05,-0.09,-0.1,-0.48,-1.07,-0.62,0.13,-0.15,0.04,88.73,6.37,-0.63
0,15.21,16.73,-17.82,1.13,-11.53,-10.15,-6.29,0.02,0.42,1.28,2.1,0.35,3.92,2.42,2.15,0.37,-1.63,-0.24,1.26,0.37,-0.65,-1.95,-4.1,-0.76,-4.04,-5.67,-9.91,-0.95,0.27
0,13.33,9.78,-3.97,4.26,-5.36,4,-4.15,1.07,1.54,1.46,1.54,0.16,0.76,1.31,0.89,0.42,0.95,1.88,1.14,-1.44,-2.19,-3.55,-3.62,0.44,0.25,-1.67,-3.05,-0.38,-9.28
0,10.01,15.62,-6.59,1.53,-6.26,-10.19,-7.66,0.06,-0.1,0.01,-3.29,-0.61,1.26,2.54,4.99,0.24,-1.23,-2.92,-4.34,0.08,0,-0.16,0.2,-0.58,-0.57,0.14,-0.28,-0.13,-0.81
9.56,19.49,26.99,-1.85,-6.16,-12.68,-17.3,-10.17,-1.14,-2.28,-3.24,-4.05,-0.71,-1.84,-2.61,-3.5,0.14,0.7,1.91,3.42,0.04,0.5,0.49,0.34,-0.55,-1.03,-1.63,-2.16,0.33,0.87
0,10.47,17.33,-10.26,1.25,-7.71,-13.65,-11.28,-0.33,-0.86,-0.85,0.26,-0.65,-1.28,-2.33,-4.2,-0.08,-1.38,-1.75,-2.98,-0.96,-1.31,-2.53,3.48,-0.81,-0.91,-1.33,-10.33,0,2.98
0,-0.43,23.37,-12.47,2.28,-8.93,-17.08,-7.57,0.62,0.93,0.5,-0.27,-1.36,-0.83,-1.72,-5.08,-0.47,-1.1,-3.82,-3.08,-0.47,-1.06,0.49,-0.49,-0.12,-0.47,-0.26,0.64,0.29,-1.18
0,14.44,20.18,-11.74,1.64,-8.72,-9.21,2.86,0.14,-0.17,-0.24,-6.24,0.36,0.11,-0.55,1.9,1.68,4.13,2.11,4.82,-0.55,-1.75,1.09,0.72,0.27,-1.04,-1.78,-4.93,-0.9,-7
0,15.47,20.76,-9.55,1.87,-10.96,-14.45,-8.57,-0.11,-1.3,-1.8,-2.15,-0.22,-0.18,-0.37,-0.63,-0.25,0.01,-0.28,-0.03,-0.15,-1.18,-1.12,-2.38,0.52,-0.36,-0.88,-0.89,-4.83,-1.5
0,8.31,18.33,-14.36,2.66,0.2,-0.77,6.9,2.59,0.99,-4.45,-9.48,-2.72,-7.55,-9.86,-11.42,-6.59,-9.26,-6.02,-10.58,0.72,7.5,5.75,12.81,5.75,9.64,11.9,12.17,-0.23,-9.83
0,8.87,14.14,-9.2,1.74,-4.84,-7.01,-4.35,0.15,-0.22,-0.71,-1.67,-0.06,0.1,0.6,0.29,0.13,0.12,-0.21,0.15,-0.36,-0.88,-1.28,-1.79,-0.65,-1.26,-2.66,-3.39,-0.26,-1.89
0,16.61,25.13,-11.2,1.76,-12,-17.46,-8.04,1.08,1.96,1.96,2.08,-0.21,-1.31,-3.32,-5.25,-0.63,-0.51,0.18,1.05,-0.64,-0.25,-0.07,-0.7,0.24,-0.04,0.36,1.31,1.2,-4.46
0,11.61,17.89,-10.62,3.51,-5.09,-9.86,-8.78,-6.54,-10.25,-12.44,-11.81,0.87,4.22,4.93,4.11,0.26,0.01,0.62,0.03,0.31,-1.44,-4.38,-7.16,-0.43,-0.89,3.48,7.42,0.11,1.83
0,11.82,7.7,-17.81,1.79,-8.29,-1.23,-8.31,3.5,1.81,2.39,1.95,-4.48,-2.48,0.48,0.91,2.01,3.05,1.33,2.03,-0.92,-1.68,-3.9,-6.85,0.08,-1.71,-2.88,-4.96,-0.87,-2.52
0,27.45,40.11,-16.66,2.25,-22.19,-32.56,-12.92,-0.58,-0.38,0.35,2.2,0.43,1.23,1.72,2.43,0.04,-0.73,-1.32,-1.69,-0.5,-1.52,-2.34,-7.64,-0.86,-1.07,-0.93,0.84,0.14,-2.79
0,30.5,44,-32.58,2.09,-26.02,-37.39,-16.2,-0.88,-2.64,-4.37,-5.86,-0.02,2.02,2.29,0.3,0.08,-0.99,-0.37,0,-0.85,-1.64,-3.59,-26.14,0.54,1.58,2.74,24.85,-0.1,-2.81
0,10.31,5.16,2.07,1.55,-6.07,1.49,-12.92,-0.37,-0.76,-1.32,-0.96,0.32,0.87,1.49,1.67,0.39,0.77,1.06,1.01,-0.7,-0.96,-1.94,-2.15,0.02,-0.61,-0.55,-0.94,-0.23,-3.55
0,10.16,3.52,-7.86,1.81,-6.37,1.52,-6.77,0.27,0.02,-0.17,-3.33,-1.04,-1.15,-2.35,-3.51,-0.82,-3.6,-4.2,-5.95,0.02,1.21,1.69,3.51,0.02,1.11,0.6,-0.77,-0.9,-1.38
0,8.23,14.82,-1.98,1.35,-4.46,-8.26,-5.11,-0.45,-1.56,-3.18,-3.81,0.03,0.58,-0.08,5.74,0.32,0.43,0.03,-7.22,-3.09,-6.29,-7.51,-13.26,0.06,-1.07,-0.58,11.85,-1.04,4.14
0,22.41,25.55,-36.01,0.86,-20.18,-22.78,-14.28,-0.58,-1.5,-1.38,-1.64,0.27,0.3,0.5,0.36,0.1,0.52,0.36,0.66,0.02,0.55,1.96,2.71,0.61,0.89,-0.34,-1.53,-1.03,-2.99
0,12.6,0,-9.64,1.44,-8.65,6.51,-10.44,0.17,0.37,-0.07,-1.74,-0.3,-0.72,-0.95,-1.43,-0.28,0.37,1.04,1.83,-0.39,-1.38,-2.53,-3.77,-1.87,-5.49,-7.61,-12.19,-0.8,2.9
0,28.51,25.8,-10.93,4.5,-21.63,-20.98,-13.42,0.32,-0.02,0.45,-2.48,0.56,2.08,2.67,2.19,-2.28,-3.95,-3.34,1.67,3.68,8.03,7.05,5.47,-1.61,-6.26,-6.69,-13.76,2.07,-6.76
0,9.35,0,-5.72,0.82,-6.57,4.9,-11.56,-0.01,-0.11,-0.65,-1.41,-0.2,-1.1,-2.87,-11.04,-0.44,-1.23,-1,7.06,0,0.04,0.09,-10.87,-2.59,-6.58,-9.9,-18.68,-0.64,6.2
0,16.32,0,-1.21,2.8,-10.12,7.74,-13.26,-1.23,-1.96,-0.59,0.36,0.49,1.74,1.28,1.31,-0.76,-0.48,-1.81,-3.19,-0.13,-2.25,-2.98,-1.06,1.74,5.9,11.36,10.79,0.04,-9.15
0,10.53,0,-5.67,1.59,-7,5.61,-7.55,0.41,1.23,0.71,0.6,-0.44,-1.33,-1.32,-2.23,-0.41,-0.66,-0.87,-0.76,-0.58,-1.32,-1.7,-1.93,0.12,1.11,-0.19,0.75,0.73,-2.56
0,31.23,0,-5.18,9.66,-15.06,22.44,-30.02,-4.17,-12.87,-18.26,-21.43,-5.27,-2.38,-1.9,-0.32,-2.26,-1.65,-2.11,-8.46,2.22,3.24,0.68,10.36,1.21,4,9.9,11.11,3.39,-6.51
0,10.08,0,-8.04,0.81,-6.94,5.96,-8.36,0.24,0.33,0.51,0.71,0.37,0.63,0.04,0.73,0.16,-0.48,-1.18,-1.2,-0.81,-2.9,-4.76,-5.99,-0.21,-0.1,0.04,-0.29,-0.11,-0.62
0,13.2,0,-21.65,1.13,-10.59,3.4,-11.18,0.09,0.37,0.85,-1.09,0.01,-0.56,-1.15,-1.25,-0.24,0.07,0.09,0.11,0.01,0.38,0.49,0.28,0.03,-0.67,-0.95,-0.74,-0.48,-2.2
0,16.22,0,-17.48,0.64,-14.01,3.07,-15.84,0.37,0.79,1.61,2.94,0.84,1.26,1.45,2.2,0.78,1.35,1.97,1.41,-0.04,-0.07,-2.66,-4.28,-1.07,-2.32,-1.18,-0.92,2.69,3.34
0,24.2,0,-13.75,1.98,-17.52,8.98,-22.08,-0.45,-0.81,-0.08,0.31,0.19,-0.32,-0.54,-0.13,-0.01,0.13,-0.37,-0.29,-0.81,-2.35,-4.01,-5.45,0.04,0.23,0.38,0.53,0.35,-3.56
0,12.59,0,-23.2,2.41,-8.2,7.63,-17.44,-1.15,-1.91,-2.83,-1.55,-0.51,-0.27,3.81,3.96,-0.1,0.31,-3.92,-5.14,0.27,1.39,-0.16,2.12,0.44,0.57,2.97,1.92,0.28,-4.48
0,14.66,22.22,-3.6,1.9,-11.97,-17.89,-16.75,-0.8,-0.46,-1.31,-3.11,-0.47,-1.22,-1.74,-1.61,0.05,-0.12,-0.25,-0.43,-0.27,2.97,2.93,2.42,0.07,-1.54,-1.38,-1.26,0.22,-2.32
0,6.68,9.9,-9.46,0.56,-4.84,-7.61,-9.93,0.33,-0.41,0.13,-0.84,0.19,0.14,0.59,1.82,0.79,1.87,2.29,4.06,4.45,11.74,10.5,9.68,-5.91,-13.72,-13.21,-14.15,0.73,0.46
0,14.42,22.11,7.24,4.46,-8.37,-12.23,-16.48,-1.49,2.29,2.63,3.49,1.08,-0.65,-3,-3.52,-1.61,-1.07,-0.42,0.41,0.1,0.68,1.04,1.12,-0.14,-0.56,-0.12,-0.29,-0.98,-2.55
0,10.58,0,-9.04,0.76,-8,5.41,-14.38,-0.01,-0.3,-0.36,-0.81,-0.35,-0.76,-1.67,-1.39,0,-0.08,-0.39,0.2,0.16,1.1,0.03,2.7,0.42,0.29,1.93,2.78,1.89,-2.83
0,21.74,0,-12.45,1.89,-17.85,6.56,-18.03,0.53,1.3,3.01,4.48,0.7,1.08,0.57,-0.98,-1.44,-2.8,-5.16,-7.8,0.73,1.46,1.7,2.91,0.85,2.75,3.98,3.85,-0.52,-7.68
